epoch,train_loss,validation_loss
1,0.6818328634802754,0.6555633446295485
2,0.6636607121702627,0.6418291525446254
3,0.6572175408772966,0.6321200393944335
4,0.6531839570994918,0.6249352138248279
5,0.6503623536926635,0.6195194088726592
6,0.6483089310638871,0.6155270280169068
7,0.6466049877992759,0.6124925073102224
8,0.6452143401541608,0.610132817527373
9,0.6439854521436471,0.6082153365337591
10,0.6430063067228659,0.6067785097540711
11,0.6420046856481556,0.6055862472640524
12,0.6412516214640428,0.6044953945729372
13,0.6406510389337303,0.6036604115431258
14,0.6401831135946385,0.6028639504806601
15,0.6397445949045479,0.6022025655499466
16,0.6392464088474182,0.6016005185439433
17,0.6388126840511112,0.6010618012586086
18,0.6385312599281893,0.600575531343762
19,0.6379819535617287,0.6001075561955679
20,0.6375214969541164,0.5996508446099947
21,0.6371857851003924,0.599145712397939
22,0.6364339768675202,0.5985501307806522
23,0.6360826559946047,0.5979846769528423
24,0.6357225338723642,0.5974279144685045
25,0.6354458826653501,0.5969545965572055
26,0.635424627004363,0.5964998815128272
27,0.6348991265639345,0.5960574518862388
28,0.634706068493373,0.5956555677832459
29,0.6344792565978166,0.5952533224074961
30,0.63431340778339,0.5948810195751327
31,0.6340740203646058,0.5944919099481843
32,0.6339725307221954,0.5941056411900967
33,0.6337216300691696,0.5937483205640917
34,0.6335299821927193,0.5934229070762936
35,0.6333920292503444,0.5931295587433328
36,0.6331505534760918,0.5928932394055154
37,0.6330904472645715,0.5926488185529228
38,0.632888905202032,0.5924768490757016
39,0.6328078575749346,0.5922918394743968
40,0.6326373926502593,0.5921449882092236
41,0.6326314781574492,0.5920252227525917
42,0.6324781765698964,0.5919151192517589
43,0.6324228430364994,0.5917642721169286
44,0.6322703239976937,0.591646786645162
45,0.6322695580145992,0.5915676942832179
46,0.6321544317753179,0.5914431229340944
47,0.6320860479687546,0.5913455117520668
48,0.6320209986404747,0.5912400968640829
49,0.6319427828416757,0.5911114526738366
50,0.6318793774496579,0.591019335624983
