epoch,train_loss,validation_loss
1,0.6854973051339069,0.6473036101946594
2,0.6574679587792035,0.6378768230160923
3,0.6487157243267497,0.6317037477138194
4,0.6438313131071495,0.6279639608048379
5,0.6411170674971839,0.62557700551148
6,0.6394071121073702,0.6240294040940332
7,0.6382157425545288,0.6230421723626184
8,0.6373392772260934,0.6222656098663384
9,0.6365418796596578,0.621699832221295
10,0.6359537518003233,0.6212420023924915
11,0.6352716826459267,0.6209313543975776
12,0.6348048164061805,0.6206137210342055
13,0.6342315469931453,0.6204676883863219
14,0.6339099738627566,0.6201601723829905
15,0.6333648278195663,0.6200113700214007
16,0.6328950743605234,0.6198399271948117
17,0.6324405106732429,0.619598407060542
18,0.6319999426232114,0.6194421306569525
19,0.6314879294179937,0.619286743250299
20,0.6312507842253111,0.6191338321841355
21,0.630906371512447,0.6190098073888333
22,0.6307413272055867,0.618915042133196
23,0.6303583976424886,0.6188619333378812
24,0.6300720282137606,0.618809294827441
25,0.629838049226172,0.618740237139641
26,0.6295003430433969,0.6186976508891329
27,0.6292744292430182,0.6186302502950033
28,0.6290000957367259,0.6185731818067267
29,0.6287955178802972,0.6185172582771761
30,0.6285752932212955,0.6184621590671809
31,0.6284056761139653,0.6184741385439609
32,0.6282722376472585,0.6183641493743193
33,0.6281544005902636,0.6183015873246159
34,0.6280198504492057,0.6182146858661732
35,0.6279692900138394,0.618140717347463
36,0.6278786773783457,0.6180710515654679
37,0.627801370154072,0.6179975114815625
38,0.6276596996442703,0.6179334383907048
39,0.6276159097980775,0.6178706723747523
40,0.6275271500238745,0.6178130792810562
41,0.6274584081567479,0.6177688991347103
42,0.6273511368184751,0.6177390741963759
43,0.6273010863369046,0.6176866994681933
44,0.6272120885948693,0.6176563877585932
45,0.6271220777064456,0.6176253248613777
46,0.6270381988844838,0.6175924465588644
47,0.6269562963223967,0.6175599009432691
48,0.6268689947673435,0.6175420432226032
49,0.6267741990683342,0.6175318842238569
50,0.6266660471297668,0.6175189994751139
